path,canonical_path,split,class_name,label,source_date,source_group,sha256,width,height,mode
val/good/60_obj7_centered.png,training/2025-02-07_test/objects_parts/60_obj7_centered.png,val,good,0,2025-02-07_test,normal:2025-02-07_test:60_obj7,984c9f3c4f6884c9fa4ec3b92196669c57989644fd514547d90df7694c8d14da,384,384,RGB
val/anomalies/2025-08-06_11-33-04_L0412_1_tile_1728_2304.png,anomalies/objects_parts/2025-08-06_11-33-04_L0412_1_tile_1728_2304.png,val,anomalies,1,2025-08-06_11-33-04,anomaly:2025-08-06_11-33-04_L0412_1,034050eb73adac3c40a8503442f24749cd0bfeba5663d00e8f8639d8bf3f7d9d,384,384,RGB
val/anomalies/2025-08-08_14-09-52_L0128_1_tile_1920_1536.png,anomalies/objects_parts/2025-08-08_14-09-52_L0128_1_tile_1920_1536.png,val,anomalies,1,2025-08-08_14-09-52,anomaly:2025-08-08_14-09-52_L0128_1,041e85aa5d9348deead4f3f4333a03e3049bdab66c94e728293960b9d4b953ba,384,384,RGB
val/anomalies/2025-08-08_14-09-52_L0128_1_tile_2496_2304.png,anomalies/objects_parts/2025-08-08_14-09-52_L0128_1_tile_2496_2304.png,val,anomalies,1,2025-08-08_14-09-52,anomaly:2025-08-08_14-09-52_L0128_1,4b8151857cb1570d7d5e3f345815f3da496599c70bc5758f573928591c4a8c4c,384,384,RGB
val/anomalies/2025-08-08_14-09-52_L0128_1_tile_2688_2304.png,anomalies/objects_parts/2025-08-08_14-09-52_L0128_1_tile_2688_2304.png,val,anomalies,1,2025-08-08_14-09-52,anomaly:2025-08-08_14-09-52_L0128_1,dc0a6088395912f23a86c308835c5fab53fbc894afed82d8c925011fa280953e,384,384,RGB
val/anomalies/2025-08-08_14-20-39_L0132_1_tile_1920_1536.png,anomalies/objects_parts/2025-08-08_14-20-39_L0132_1_tile_1920_1536.png,val,anomalies,1,2025-08-08_14-20-39,anomaly:2025-08-08_14-20-39_L0132_1,853eeeb268ff8b7044905bffddffb0ac5d84560cfc1803c9ec49d86efe70b2b2,384,384,RGB
val/anomalies/2025-08-08_14-20-39_L0132_1_tile_1920_960.png,anomalies/objects_parts/2025-08-08_14-20-39_L0132_1_tile_1920_960.png,val,anomalies,1,2025-08-08_14-20-39,anomaly:2025-08-08_14-20-39_L0132_1,6ee350da56f708c8fb4f810ee9e3fd750aa6efae2684ab6d8cd8a3982b2e5cd6,384,384,RGB
val/anomalies/2025-08-08_14-20-39_L0132_1_tile_2496_960.png,anomalies/objects_parts/2025-08-08_14-20-39_L0132_1_tile_2496_960.png,val,anomalies,1,2025-08-08_14-20-39,anomaly:2025-08-08_14-20-39_L0132_1,f60616022ded9fb05c83f2ae36e9fbb8682bc503a035aba06e0ca3d21625a63b,384,384,RGB
val/anomalies/2025-08-08_14-23-16_L0133_1_tile_1920_1728.png,anomalies/objects_parts/2025-08-08_14-23-16_L0133_1_tile_1920_1728.png,val,anomalies,1,2025-08-08_14-23-16,anomaly:2025-08-08_14-23-16_L0133_1,9e546861b293fda685b6458675a43762bcc4ef2fc6721ce4e783624868694bb9,384,384,RGB
val/anomalies/2025-08-08_14-23-16_L0133_1_tile_2496_1152.png,anomalies/objects_parts/2025-08-08_14-23-16_L0133_1_tile_2496_1152.png,val,anomalies,1,2025-08-08_14-23-16,anomaly:2025-08-08_14-23-16_L0133_1,32ab3abe31ff81ee64e995f37a0693dce00c8909711a125d9ffb47d89b32df23,384,384,RGB
val/anomalies/2025-08-08_14-23-16_L0133_1_tile_2496_960.png,anomalies/objects_parts/2025-08-08_14-23-16_L0133_1_tile_2496_960.png,val,anomalies,1,2025-08-08_14-23-16,anomaly:2025-08-08_14-23-16_L0133_1,68a1f7e915c688e14ce5b1f938cbad80dc9742ccb9c39a339e29837ef895b0df,384,384,RGB
val/anomalies/2025-08-14_14-44-14_L0123_1_tile_2496_1920.png,anomalies/objects_parts/2025-08-14_14-44-14_L0123_1_tile_2496_1920.png,val,anomalies,1,2025-08-14_14-44-14,anomaly:2025-08-14_14-44-14_L0123_1,4057b46639d230f086995e0c82443e5a32946019f5fa0142eee51dc2749347fb,384,384,RGB
val/anomalies/2025-08-14_14-44-14_L0123_1_tile_3072_1152.png,anomalies/objects_parts/2025-08-14_14-44-14_L0123_1_tile_3072_1152.png,val,anomalies,1,2025-08-14_14-44-14,anomaly:2025-08-14_14-44-14_L0123_1,1fa37becc6512483460ed12089e83f42ec318eec9b0c2098f2d59b753b6ad80c,384,384,RGB
val/anomalies/2025-09-10_15-20-02_L0122_1_tile_3072_1920.png,anomalies/objects_parts/2025-09-10_15-20-02_L0122_1_tile_3072_1920.png,val,anomalies,1,2025-09-10_15-20-02,anomaly:2025-09-10_15-20-02_L0122_1,255e9d1b66d3463f01745dc2c5f5137004fbc1d3a57b7c52f6a049606a3f5cd7,384,384,RGB
val/anomalies/2025-09-24_15-17-17_L0105_1_tile_1920_960.png,anomalies/objects_parts/2025-09-24_15-17-17_L0105_1_tile_1920_960.png,val,anomalies,1,2025-09-24_15-17-17,anomaly:2025-09-24_15-17-17_L0105_1,1e9d77ab39969c1bc36058d037988718360449bd4f4958e43cbd667afafc6c69,384,384,RGB
test/good/141_obj11_tile_3048_1713.png,training/2025-06-25_test/objects_parts/141_obj11_tile_3048_1713.png,test,good,0,2025-06-25_test,normal:2025-06-25_test:141_obj11,38510dd71a1aee2c159ea15697b9a2f326dca1831ea974b4ce9cb867a56f9e6d,384,384,RGB
test/good/141_obj11_tile_3048_1905.png,training/2025-06-25_test/objects_parts/141_obj11_tile_3048_1905.png,test,good,0,2025-06-25_test,normal:2025-06-25_test:141_obj11,fb20ea11a04fe7786c8f3fce0073e3831dfe0dac334aea1678de2cd329d379ed,384,384,RGB
test/good/141_obj11_tile_3240_1713.png,training/2025-06-25_test/objects_parts/141_obj11_tile_3240_1713.png,test,good,0,2025-06-25_test,normal:2025-06-25_test:141_obj11,d77231483e9494e4643bf9619e6e46ab4d39d59410d231980b01ea301f58e2cf,384,384,RGB
test/good/141_obj11_tile_3240_1905.png,training/2025-06-25_test/objects_parts/141_obj11_tile_3240_1905.png,test,good,0,2025-06-25_test,normal:2025-06-25_test:141_obj11,fc4fc9873d731702d6d42d53610a74b6f5983a3cc3b6907445cb233a56ff0947,384,384,RGB
test/good/141_obj11_tile_3432_1521.png,training/2025-06-25_test/objects_parts/141_obj11_tile_3432_1521.png,test,good,0,2025-06-25_test,normal:2025-06-25_test:141_obj11,d01d264a8a434ab56677de69adb51706c213718e56a35c335e0d9963a0307f7b,384,384,RGB
test/good/141_obj11_tile_3432_1713.png,training/2025-06-25_test/objects_parts/141_obj11_tile_3432_1713.png,test,good,0,2025-06-25_test,normal:2025-06-25_test:141_obj11,6edcce59eb4d011c781de2715242ec3a1224028ed6de237528095f933400beeb,384,384,RGB
test/good/141_obj11_tile_3432_1905.png,training/2025-06-25_test/objects_parts/141_obj11_tile_3432_1905.png,test,good,0,2025-06-25_test,normal:2025-06-25_test:141_obj11,ed48e10ddea4e699d01e2c25e965898badcc393775ca79846aae0c4f883c26a9,384,384,RGB
test/good/141_obj13_tile_1770_1072.png,training/2025-06-25_test/objects_parts/141_obj13_tile_1770_1072.png,test,good,0,2025-06-25_test,normal:2025-06-25_test:141_obj13,d672aa3037d5dafc969c86928c9b903f11e47274e9b8a6831d5cc4c455543e6d,384,384,RGB
test/good/141_obj13_tile_1770_1264.png,training/2025-06-25_test/objects_parts/141_obj13_tile_1770_1264.png,test,good,0,2025-06-25_test,normal:2025-06-25_test:141_obj13,e0563ae48a3d6ea21e06ab9c7a9d36eee645b714899defba2f7da0671ae9aaa3,384,384,RGB
test/good/141_obj13_tile_1770_880.png,training/2025-06-25_test/objects_parts/141_obj13_tile_1770_880.png,test,good,0,2025-06-25_test,normal:2025-06-25_test:141_obj13,bbd6d3b43e3a35e42230973347b819fc0ec48361d53b3f9144c314a5d45995b8,384,384,RGB
test/good/141_obj13_tile_1962_1072.png,training/2025-06-25_test/objects_parts/141_obj13_tile_1962_1072.png,test,good,0,2025-06-25_test,normal:2025-06-25_test:141_obj13,e4798938b0666195415976ea6ba8d099ea740fd8c85eb3ce0d9eb2363d528b4a,384,384,RGB
test/good/141_obj13_tile_1962_1264.png,training/2025-06-25_test/objects_parts/141_obj13_tile_1962_1264.png,test,good,0,2025-06-25_test,normal:2025-06-25_test:141_obj13,13e023b543578726d814bba70abb99c5101c5442877c2048f6254c6cef90e3fe,384,384,RGB
test/good/141_obj13_tile_1962_880.png,training/2025-06-25_test/objects_parts/141_obj13_tile_1962_880.png,test,good,0,2025-06-25_test,normal:2025-06-25_test:141_obj13,d25b61479e07e28c75af674a8c4619e0ed9e1afd3297c6d20cce92c10d8ffe33,384,384,RGB
test/good/141_obj13_tile_2154_1072.png,training/2025-06-25_test/objects_parts/141_obj13_tile_2154_1072.png,test,good,0,2025-06-25_test,normal:2025-06-25_test:141_obj13,5960c230956faf58e532cb62cea6cc74041d2367d04ab1e454231b3cfaeede10,384,384,RGB
test/good/141_obj13_tile_2154_1264.png,training/2025-06-25_test/objects_parts/141_obj13_tile_2154_1264.png,test,good,0,2025-06-25_test,normal:2025-06-25_test:141_obj13,9746881b619d7887a027efc1d4fddac82257f1a3a98b485aa929b7b86ab83a4c,384,384,RGB
test/good/141_obj15_tile_2409_1073.png,training/2025-06-25_test/objects_parts/141_obj15_tile_2409_1073.png,test,good,0,2025-06-25_test,normal:2025-06-25_test:141_obj15,84f062d506ab5c9216658aa9b4a4f65f45252901c97acffbd3b799bfb33219f4,384,384,RGB
test/good/141_obj15_tile_2409_1265.png,training/2025-06-25_test/objects_parts/141_obj15_tile_2409_1265.png,test,good,0,2025-06-25_test,normal:2025-06-25_test:141_obj15,785af1bed5d1fe9ee6c93e9002dd228e39764b7af980b54eed6917c2d9487720,384,384,RGB
test/good/141_obj15_tile_2409_881.png,training/2025-06-25_test/objects_parts/141_obj15_tile_2409_881.png,test,good,0,2025-06-25_test,normal:2025-06-25_test:141_obj15,e2cc6b4fc7dc16e5c8a07f337a6e661ccba5c805faa0472cece46954c7a57cce,384,384,RGB
test/good/141_obj9_tile_2410_1522.png,training/2025-06-25_test/objects_parts/141_obj9_tile_2410_1522.png,test,good,0,2025-06-25_test,normal:2025-06-25_test:141_obj9,314a2121e0ae350ea4aba531a7a36b790c4f712be125f834e782851d5278a789,384,384,RGB
test/good/141_obj9_tile_2410_1906.png,training/2025-06-25_test/objects_parts/141_obj9_tile_2410_1906.png,test,good,0,2025-06-25_test,normal:2025-06-25_test:141_obj9,1858418920e617693ade5ff980db132fd0a8ac4ca5e57afb2a4001baa5b07099,384,384,RGB
test/good/141_obj9_tile_2602_1522.png,training/2025-06-25_test/objects_parts/141_obj9_tile_2602_1522.png,test,good,0,2025-06-25_test,normal:2025-06-25_test:141_obj9,5001126bfbb007059437694889f578171f902af2d33437fda75f8257ce9ca1c5,384,384,RGB
test/good/141_obj9_tile_2602_1714.png,training/2025-06-25_test/objects_parts/141_obj9_tile_2602_1714.png,test,good,0,2025-06-25_test,normal:2025-06-25_test:141_obj9,2550181a181d4251651bc479fe2ea8d22beca9929c5ca9fa3d220ab4754fd133,384,384,RGB
test/good/141_obj9_tile_2794_1522.png,training/2025-06-25_test/objects_parts/141_obj9_tile_2794_1522.png,test,good,0,2025-06-25_test,normal:2025-06-25_test:141_obj9,f5f717c23e37243a9e2f2f1558d970e31416c5a1fa9b90aa6d007c1cf07c0a0f,384,384,RGB
test/good/141_obj9_tile_2794_1714.png,training/2025-06-25_test/objects_parts/141_obj9_tile_2794_1714.png,test,good,0,2025-06-25_test,normal:2025-06-25_test:141_obj9,5415383c9a1c20fd9a4eac3e6db13e97c15c3089e3e22de172ebbe2e2f99552c,384,384,RGB
test/good/141_obj9_tile_2794_1906.png,training/2025-06-25_test/objects_parts/141_obj9_tile_2794_1906.png,test,good,0,2025-06-25_test,normal:2025-06-25_test:141_obj9,3681cd334d154bb21c8ab00cb981b83941804321f081145687e9b3f8ec63e2f8,384,384,RGB
test/good/178_obj16_centered.png,training/2025-02-07_test/objects_parts/178_obj16_centered.png,test,good,0,2025-02-07_test,normal:2025-02-07_test:178_obj16,920e6a352ff54d1493bba836e3abf114c39e5a7c155aabf59a00ce3160f0170f,384,384,RGB
test/good/178_obj19_centered.png,training/2025-02-07_test/objects_parts/178_obj19_centered.png,test,good,0,2025-02-07_test,normal:2025-02-07_test:178_obj19,4504bfb6e2a8385587700820dec9d16cf1ad063985c200fcc46c51c7f9978e54,384,384,RGB
test/good/178_obj38_centered.png,training/2025-02-07_test/objects_parts/178_obj38_centered.png,test,good,0,2025-02-07_test,normal:2025-02-07_test:178_obj38,3ca5f326de90d1c48b9f91b0948e1b90b1fc1897bae238ebd2499eac9f7a6e25,384,384,RGB
test/good/178_obj40_centered.png,training/2025-02-07_test/objects_parts/178_obj40_centered.png,test,good,0,2025-02-07_test,normal:2025-02-07_test:178_obj40,0da90921c9b6be778f2284d4919c2fd3cca74362886dd320f345e1602b546b28,384,384,RGB
test/good/178_obj59_centered.png,training/2025-02-07_test/objects_parts/178_obj59_centered.png,test,good,0,2025-02-07_test,normal:2025-02-07_test:178_obj59,186cb762638895ce9bf3728cdc91f4b1e845ef1376f656d8384507aba50282e6,384,384,RGB
test/good/178_obj7_centered.png,training/2025-02-07_test/objects_parts/178_obj7_centered.png,test,good,0,2025-02-07_test,normal:2025-02-07_test:178_obj7,0e288e9413dab2d1df3d26e32ae2ce2cbc9f253cb906bd2a7fdb7c4ff616f845,384,384,RGB
test/good/178_obj8_centered.png,training/2025-02-07_test/objects_parts/178_obj8_centered.png,test,good,0,2025-02-07_test,normal:2025-02-07_test:178_obj8,6bf11e31dbce63d8a63d65b6bb26fcd89d578491e46215df5ae6567c5c2995d9,384,384,RGB
test/good/32_obj11_tile_3065_1897.png,training/2025-06-25_test/objects_parts/32_obj11_tile_3065_1897.png,test,good,0,2025-06-25_test,normal:2025-06-25_test:32_obj11,6854066c0af4c94cf16c0b5c04584e49d410a23f72084b1ef4099f60715006d8,384,384,RGB
test/good/32_obj11_tile_3449_1705.png,training/2025-06-25_test/objects_parts/32_obj11_tile_3449_1705.png,test,good,0,2025-06-25_test,normal:2025-06-25_test:32_obj11,e55bc78350fc99d274485dd55f5860139cee0423bc5b96aea708bb37153301e8,384,384,RGB
test/good/32_obj11_tile_3449_1897.png,training/2025-06-25_test/objects_parts/32_obj11_tile_3449_1897.png,test,good,0,2025-06-25_test,normal:2025-06-25_test:32_obj11,32ff15175cdc3e6925c919824c21379229f5b220073c8b80ace49da633af2d32,384,384,RGB
test/good/32_obj1_tile_2177_2347.png,training/2025-06-25_test/objects_parts/32_obj1_tile_2177_2347.png,test,good,0,2025-06-25_test,normal:2025-06-25_test:32_obj1,0a1b471db07c9464ca9713f0de74d9442907270f1ffa20ccc03f354bf5ee2d9d,384,384,RGB
test/good/32_obj1_tile_2177_2539.png,training/2025-06-25_test/objects_parts/32_obj1_tile_2177_2539.png,test,good,0,2025-06-25_test,normal:2025-06-25_test:32_obj1,8b86be41bca427eaf034cef41696c8c75cb1cfa94a7adb70c879149c7546689e,384,384,RGB
test/good/32_obj3_tile_2427_2155.png,training/2025-06-25_test/objects_parts/32_obj3_tile_2427_2155.png,test,good,0,2025-06-25_test,normal:2025-06-25_test:32_obj3,8ae7d1508c0eb84fa4d2933f71bb1c69e61a6f3fb58bb13c7291b98acc924f39,384,384,RGB
test/good/32_obj3_tile_2427_2347.png,training/2025-06-25_test/objects_parts/32_obj3_tile_2427_2347.png,test,good,0,2025-06-25_test,normal:2025-06-25_test:32_obj3,3f24c02f2a004e36e1d02bf5baf222800d6c4cb3b1f5a8a06ac93d35e5442ee3,384,384,RGB
test/good/32_obj3_tile_2619_2539.png,training/2025-06-25_test/objects_parts/32_obj3_tile_2619_2539.png,test,good,0,2025-06-25_test,normal:2025-06-25_test:32_obj3,ab9453ba2c82c7bb1fdee2664adcf1ac8759c03a7cbdf094785fcad40d8f085d,384,384,RGB
test/good/32_obj3_tile_2811_2347.png,training/2025-06-25_test/objects_parts/32_obj3_tile_2811_2347.png,test,good,0,2025-06-25_test,normal:2025-06-25_test:32_obj3,8fe2fc29ac19d78c3da8ba38c2e0967f77ed70f75805a50df740c0c93c897b34,384,384,RGB
test/good/32_obj5_tile_3066_2155.png,training/2025-06-25_test/objects_parts/32_obj5_tile_3066_2155.png,test,good,0,2025-06-25_test,normal:2025-06-25_test:32_obj5,033dc214cd07edf21b2f6d2749e488b503d02538028207332da5caf42d4e5e25,384,384,RGB
test/good/32_obj5_tile_3450_2155.png,training/2025-06-25_test/objects_parts/32_obj5_tile_3450_2155.png,test,good,0,2025-06-25_test,normal:2025-06-25_test:32_obj5,562584750efc584487b6113fcabbf7df3bb2fc15546b35b93b9e05e55e71cc04,384,384,RGB
test/good/32_obj7_tile_1786_1706.png,training/2025-06-25_test/objects_parts/32_obj7_tile_1786_1706.png,test,good,0,2025-06-25_test,normal:2025-06-25_test:32_obj7,01eb04bfac0450778360fa0021078b72117fd824ecb07bd9a6aeb59c3efba555,384,384,RGB
test/good/32_obj7_tile_2170_1706.png,training/2025-06-25_test/objects_parts/32_obj7_tile_2170_1706.png,test,good,0,2025-06-25_test,normal:2025-06-25_test:32_obj7,58db4df2af51f411d2b0d5b3097af7316abc81a4335d25f40ffddc0022d3dd95,384,384,RGB
test/good/32_obj9_tile_2426_1513.png,training/2025-06-25_test/objects_parts/32_obj9_tile_2426_1513.png,test,good,0,2025-06-25_test,normal:2025-06-25_test:32_obj9,3fdea090c144fbffc2c5efa655aeac7af0680ebc9ef5baf9b6cdc98057a87efc,384,384,RGB
test/good/32_obj9_tile_2618_1897.png,training/2025-06-25_test/objects_parts/32_obj9_tile_2618_1897.png,test,good,0,2025-06-25_test,normal:2025-06-25_test:32_obj9,d87c63854bf15f4d5277ef4dd8ac219f8002b25a362366e9779cf45575d3b340,384,384,RGB
test/good/32_obj9_tile_2810_1705.png,training/2025-06-25_test/objects_parts/32_obj9_tile_2810_1705.png,test,good,0,2025-06-25_test,normal:2025-06-25_test:32_obj9,f873674031a3b781dd989ab04f9ffcb8b8539140ce00b7218d7ce8de33d72130,384,384,RGB
test/good/32_obj9_tile_2810_1897.png,training/2025-06-25_test/objects_parts/32_obj9_tile_2810_1897.png,test,good,0,2025-06-25_test,normal:2025-06-25_test:32_obj9,515eea7727a2599f0ef4bf3affe623417c776800a463460a14508e559265d93e,384,384,RGB
test/good/344_obj48_centered.png,training/2025-02-07_test/objects_parts/344_obj48_centered.png,test,good,0,2025-02-07_test,normal:2025-02-07_test:344_obj48,040db2818617418084f858264dd8ceca0f8fd7593df583db0a4b59af458084f7,384,384,RGB
test/good/60_obj19_centered.png,training/2025-02-07_test/objects_parts/60_obj19_centered.png,test,good,0,2025-02-07_test,normal:2025-02-07_test:60_obj19,09e331a8dd386a43c8261f7cfe51474571fbd5a514a64c0aeb1870e158aab4e7,384,384,RGB
test/good/60_obj32_centered.png,training/2025-02-07_test/objects_parts/60_obj32_centered.png,test,good,0,2025-02-07_test,normal:2025-02-07_test:60_obj32,803d0ec6483592b33a1848aa75f88ba95278dda095232a3098351a039d076971,384,384,RGB
test/good/60_obj38_centered.png,training/2025-02-07_test/objects_parts/60_obj38_centered.png,test,good,0,2025-02-07_test,normal:2025-02-07_test:60_obj38,b3fe1b4544bd962a75c1b5f0c61efeaeb4c3ca233390367ee82cd57a18addd2f,384,384,RGB
test/good/60_obj40_centered.png,training/2025-02-07_test/objects_parts/60_obj40_centered.png,test,good,0,2025-02-07_test,normal:2025-02-07_test:60_obj40,5ccc1be1917ef5d5d22ac4842278eccdfc247bbed93ac1fc58a622350314f164,384,384,RGB
test/good/60_obj8_centered.png,training/2025-02-07_test/objects_parts/60_obj8_centered.png,test,good,0,2025-02-07_test,normal:2025-02-07_test:60_obj8,95f84227b3884221a34372d120856a4544f5419d706a03603d20d1469b4eeb1e,384,384,RGB
test/anomalies/2025-08-06_11-33-04_L0412_1_tile_1920_2304.png,anomalies/objects_parts/2025-08-06_11-33-04_L0412_1_tile_1920_2304.png,test,anomalies,1,2025-08-06_11-33-04,anomaly:2025-08-06_11-33-04_L0412_1,0f3f59f997df02ffa6abd05d439ae0166ec9aebd09d7275a31f69fa8dfad4c00,384,384,RGB
test/anomalies/2025-08-06_11-40-53_L0420_1_tile_1728_2304.png,anomalies/objects_parts/2025-08-06_11-40-53_L0420_1_tile_1728_2304.png,test,anomalies,1,2025-08-06_11-40-53,anomaly:2025-08-06_11-40-53_L0420_1,3f5862d06ce56a6952789a7ea170071a88589dea5da6a2482e4d94ddd9aeb004,384,384,RGB
test/anomalies/2025-08-08_14-09-52_L0128_1_tile_1728_1728.png,anomalies/objects_parts/2025-08-08_14-09-52_L0128_1_tile_1728_1728.png,test,anomalies,1,2025-08-08_14-09-52,anomaly:2025-08-08_14-09-52_L0128_1,2dfb153eea8f53de2d4a4569f36529a5791d7fa37bf402dc3dbcf7d245bf7375,384,384,RGB
test/anomalies/2025-08-08_14-09-52_L0128_1_tile_1728_2304.png,anomalies/objects_parts/2025-08-08_14-09-52_L0128_1_tile_1728_2304.png,test,anomalies,1,2025-08-08_14-09-52,anomaly:2025-08-08_14-09-52_L0128_1,4ccb4a0bc55ea02bdf2e5673fcde9c208294625362cc58265160bfaabf3176ed,384,384,RGB
test/anomalies/2025-08-08_14-09-52_L0128_1_tile_1728_960.png,anomalies/objects_parts/2025-08-08_14-09-52_L0128_1_tile_1728_960.png,test,anomalies,1,2025-08-08_14-09-52,anomaly:2025-08-08_14-09-52_L0128_1,19bb2a9d4185ccd23e2bbe85db3b652d522ddf48e330ee24a59871d4214870c7,384,384,RGB
test/anomalies/2025-08-08_14-09-52_L0128_1_tile_1920_1728.png,anomalies/objects_parts/2025-08-08_14-09-52_L0128_1_tile_1920_1728.png,test,anomalies,1,2025-08-08_14-09-52,anomaly:2025-08-08_14-09-52_L0128_1,48debaaadd998f60796d284d8d4feba03d83ad456714bbfa68503aa3deadc7f6,384,384,RGB
test/anomalies/2025-08-08_14-09-52_L0128_1_tile_1920_960.png,anomalies/objects_parts/2025-08-08_14-09-52_L0128_1_tile_1920_960.png,test,anomalies,1,2025-08-08_14-09-52,anomaly:2025-08-08_14-09-52_L0128_1,85276bf3127b642de008deb63e0947a265ae088ad5fb73a6f8af806e1a86dbbb,384,384,RGB
test/anomalies/2025-08-08_14-09-52_L0128_1_tile_2496_1728.png,anomalies/objects_parts/2025-08-08_14-09-52_L0128_1_tile_2496_1728.png,test,anomalies,1,2025-08-08_14-09-52,anomaly:2025-08-08_14-09-52_L0128_1,46a95adb9856b564d360f3d863ff2e3c7ace8d873c64b415df5aaf08082d02d7,384,384,RGB
test/anomalies/2025-08-08_14-09-52_L0128_1_tile_2496_960.png,anomalies/objects_parts/2025-08-08_14-09-52_L0128_1_tile_2496_960.png,test,anomalies,1,2025-08-08_14-09-52,anomaly:2025-08-08_14-09-52_L0128_1,e1083e55f948922d2c4a516b561d5e2c23ca87654fdccf62ae38c0e97137ba3e,384,384,RGB
test/anomalies/2025-08-08_14-09-52_L0128_1_tile_3072_960.png,anomalies/objects_parts/2025-08-08_14-09-52_L0128_1_tile_3072_960.png,test,anomalies,1,2025-08-08_14-09-52,anomaly:2025-08-08_14-09-52_L0128_1,974ed2e6319fd992cc8d89c2a2d558a527e233dbf08bc339a9e38cb3fc073735,384,384,RGB
test/anomalies/2025-08-08_14-09-52_L0128_1_tile_3264_1728.png,anomalies/objects_parts/2025-08-08_14-09-52_L0128_1_tile_3264_1728.png,test,anomalies,1,2025-08-08_14-09-52,anomaly:2025-08-08_14-09-52_L0128_1,e4213aa65aa03a784157736c6e9184bb25712cbdf4d1b2c97ac229cb6df1bc00,384,384,RGB
test/anomalies/2025-08-08_14-20-39_L0132_1_tile_1728_1152.png,anomalies/objects_parts/2025-08-08_14-20-39_L0132_1_tile_1728_1152.png,test,anomalies,1,2025-08-08_14-20-39,anomaly:2025-08-08_14-20-39_L0132_1,bd87f7750a0a97c705427f748b3d66a06f9d34d00c445635bda9dd16fac9a999,384,384,RGB
